identify	message	emotion	category
2018-Es-06021	Yyy se enojo, como siempre.  La entiendo.  Si, ya se, siempre la cago🤦	enfado	NONE
2018-Es-00740	@Lunaritos27 Mismamente,xo me jode q ganen,q impotencia 😠😠😠	enfado	NONE
2018-Es-05821	Me pongo nervioso cuando tengo que tomarle la orden a mi crush.	enfado	NONE
2018-Es-00579	Mi padre quiere que me meta a policía, y yo le dije que si y mi madre salió del más allá diciendo que no, que era peligroso +	enfado	NONE
2018-Es-00814	Q resentido del orto	enfado	NONE
2018-Es-01356	Me da rabia que te hable y me contestes bien pinche cortante.	enfado	NONE
2018-Es-05854	Mañana me saco las ganas de gulear tortas fritas rellenas	enfado	NONE
2018-Es-05500	No serviré a Dios como un obrero a la espera de mi salario. #sufismo #rabia #dios	enfado	NONE
2018-Es-03863	@Lauragomez_M Esa canción me la dedico un ex y le cogi rabia :( Inmadura hasta el final de mis días.	enfado	NONE
2018-Es-01728	La búsqueda del clic en el periodismo es un insulto a la inteligencia, y es reducir el derecho a la información de la gente.	enfado	NONE
2018-Es-04190	Por que no se mete los mg en el culo 	enfado	NONE
2018-Es-05962	@lore_rs96 No sé qué entiendes tu por amargado...🙄	enfado	NONE
2018-Es-05085	@laSextaTV Y su hermana sin inmutarse x la utilización dl nombre d su hermano para trincar, enfadada con carmena y tragando con su pp	enfado	NONE
2018-Es-02459	El filtro que tengo, terrible	enfado	NONE
2018-Es-03538	@LechugaEdson01 @ndstrd Lechuga estoy muy indignada contigo ya no te hablarle bai	enfado	NONE
2018-Es-04356	@alejmai26 No podía estaba trabajando 	enfado	NONE
2018-Es-03401	@IyashiHitora 🌸 bien pero no quiero ofender a mes amigues que están mal así que estaré mal porq son un colectivo oprimide 🌸	enfado	NONE
2018-Es-06948	@Alex_albert_1 hola Alex, que seas muy feliz en este miércoles, inténtalo o me enfado 🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈	enfado	NONE
2018-Es-01402	@xYoung_Hale Porque te has enfadado conmigo...	enfado	NONE
2018-Es-05922	Me hubiera vuelto directamente a mi casa 😤	enfado	NONE
2018-Es-03921	Nmms que estes 🙄	enfado	NONE
2018-Es-00390	@Guaja7ely @lavecinarubia Si jajajajaja que suerte tienesxD esta gente está amargada	enfado	NONE
2018-Es-00934	Cuando me dicen: “Te voy a decir algo pero no quiero que te enojes”, ya estoy enojada en un 99%. 🤦🏻‍♀️	enfado	NONE
2018-Es-01587	@JuanGalt11 Tanta comparación sin sentido que apunta....?? a agravar una falta sobre otra... con el fin de??	enfado	NONE
2018-Es-05634	@PPTenel13 Una q se dio cuenta q su pelea esta ahi.	enfado	NONE
2018-Es-04540	Estoy frustrada 	enfado	NONE
2018-Es-05546	Se me pasa el enojo con las pelotudeces que hace.	enfado	NONE
2018-Es-00369	Resentido lo conoces?	enfado	NONE
2018-Es-06557	yendome a dormir sin comer pq hay una cucaracha en la cocina #tristeza	enfado	NONE
2018-Es-02609	@gxspardeleon Igual sigo enojada con vos	enfado	NONE
2018-Es-01547	Necesito a mi amor para mimarme y esta enojado 😣	enfado	NONE
2018-Es-05572	No estoy llorando, se me metió un Hybrid Theory en el ojo.	enfado	NONE
2018-Es-03713	Ve bien por la vida y te ira bien en la mida... asi ei!	enfado	NONE
2018-Es-00346	HIJO DE TU REPUTISIMA BOMBA PERRA ESTUPIDA BABOSA MADRE😡😡😡😡😡😡😡sin ofender a su mama no la conozco es solamente una expresión de odio así el	enfado	NONE
2018-Es-02474	La concha de tu madre Brasilero de mierda 😡😣🔫	enfado	NONE
2018-Es-06710	El CN Electoral,al poner un acto de votación simulado el mismo día del plebiscito puede provocar más confrontación.	enfado	NONE
2018-Es-05329	¿Estoy enloquecido o enloqueceré? ¿Estoy en lo que he sido o en lo que seré?	enfado	NONE
2018-Es-00188	Lo que no sabes es que cuando te vas a dormir, me enojo a propósito para que te quedes más tiempo hablando conmigo.	enfado	NONE
2018-Es-01475	@MerliNetflix recién termine de ver la segunda temporada. Espero q pronto la compartan en la plataforma Ansiosa espero la tercera! ♡	enfado	NONE
2018-Es-06188	[7/12 04:04 AM] Lore😍: Inventa algo para pasarle cap😂 pq se enojo😂 [7/12 04:06 AM] La Mas Puta: Lore mañana te paso a buscar no te olvides😒	enfado	NONE
2018-Es-01799	#AndaYaChef#djdanymoreno ,estomago de oro....que bien se portan tus compis contigo...con lo bueno que esta el bocata de solomillo!!#venganza	enfado	NONE
2018-Es-00169	" Casi te atropello porque yo estoy por ti sí sí sí " Joder ahora si me gusta alguien tengo que atropellarla?	enfado	NONE
2018-Es-03782	@zarolivier No! Neta, cero amargada :(	enfado	NONE
2018-Es-06591	Lpm q es este enojo?	enfado	NONE
2018-Es-00968	ESTOY POR PERDER 5 FUEGOS, SI LOS PIERDO LOS ELIMINO D SNAP, DE RESENTIDA NOMAS	enfado	NONE
2018-Es-05612	Este año no hay beca. Constitucional y Fiscal, tumbadas. Un disgusto.	enfado	NONE
2018-Es-00198	Metele nitro viernes 	enfado	NONE
2018-Es-02881	@As_TomasRoncero @diarioas Jajajaj.  La antimadridista disgustada	enfado	NONE
2018-Es-02586	HOMBRES: a veces hacemos berrinche sólo para que nos consientan. Sépanlo	enfado	NONE
2018-Es-00507	@DaiNu_ Decime quien fue así te fabrico un insulto piola para q le digas arre	enfado	NONE
2018-Es-04885	"con esa cucharita y terrible boca no vas a terminar de comer" amorosa	enfado	NONE
2018-Es-02505	Se enojo porque no sabia su nombre jajajajajajjaja	enfado	NONE
2018-Es-04111	Castro ha sido un bocazas, le han engañado y ha provocado que el Sevilla haga el ridículo, pero los sinvergüenzas y la mala gente son otros.	enfado	NONE
2018-Es-01448	@lavozdeinaki Si después del atropello te levantas pedir perdon	enfado	NONE
2018-Es-03165	No puedo tener tanta bronca 😠😠😠	enfado	NONE
2018-Es-02126	Cuando me enojo mucho pienso "que bueno que todavía no subi ninguna foto! No tengo que borrar nada"	enfado	NONE
2018-Es-05437	¿Cuál pelea? Jajajajajaja para las chismosas se les acabo el entretenimiento porque hablaremos por interno, bye.	enfado	NONE
2018-Es-05222	@AnyiInstituto Porque estas enojada? estas mas loca que una cabra y si te seguis hablando con esa vas a quedar peor jajaja	enfado	NONE
2018-Es-05789	@EnelClientesCL lamentablemente no se notó el esfuerzo. Es más. Se notó todo lo contrario. Tarea para la casa.	enfado	NONE
2018-Es-00652	Muy mal día para trabajar hoy, la impotencia y la rabia se mezcla con la tristeza, y todos con un mismo pensamiento: No es justo.	enfado	NONE
2018-Es-00694	Me da rabia estar de vacaciones, cuándo podría dormir hasta la catalepsia y no aquí con insomnio 😑😑😑😑	enfado	NONE
2018-Es-02489	Y a esta hora es cuando la respiración empieza a enloquecer	enfado	NONE
2018-Es-00279	@renfrancis Oye we, recordé que en la firma tomé foto a Chris y tú "Guarda tu teléfono,porfa" Qué amargado, como tú los tienes todo el día😢✊	enfado	NONE
2018-Es-03055	Nunca me voy a olvidar cuando me compre 5 paquetes de dortios en el día de los enamorados. Yo justo me había peleado jajajaaaj lpm lo amaba	enfado	NONE
2018-Es-05938	@Darcher_7 @Nico_Medrano17 Me siento ofendida. Juega bonito comegatos	enfado	NONE
2018-Es-02269	@matiduque1 Qué decís 	enfado	NONE
2018-Es-06682	@izquierdotudela @agarzon Os duele la verdad y recurrís a la descalificación y al insulto. Nada nuevo.	enfado	NONE
2018-Es-01621	Me caen de la verga las mujeres que por cualquier insulto ya se ofenden pinches morras delicadas	enfado	NONE
2018-Es-01077	Peor de que te dejen en azúl, es que no te lean.   😡😡😡😡😡😡	enfado	NONE
2018-Es-04381	#LaCompasionDeErkut este #Erkut de mierda boto de un aletazo a la sra #Rabia	enfado	NONE
2018-Es-00333	@chacguate Ja! Eso provocaría una furia jajajajajajajaja no que me duerma	enfado	NONE
2018-Es-02748	soy la amiga a la que no involucran en todas las salidas porque soy una amargada de mierda y lo triste es que ni siquiera me importa	enfado	NONE
2018-Es-02619	No puedo decirle a nadie "dsp te aviso", pq al toque se enojan	enfado	NONE
2018-Es-01194	Si conduces, no uses el celular… evita ser presa fácil de un delincuente o provocar un accidente vehicular. #TipsDeSeguridad	enfado	NONE
2018-Es-05877	@veysandoval Si entiendo Vey, pero yo tuve acné y las que me preguntan eso son amigas que no cuidan su higiene, sin afán de ofender !!	enfado	NONE
2018-Es-06416	Estoy más ofendido que alzate cantando.	enfado	NONE
2018-Es-04354	Sigo ofendida porque subieran la temporada 8 de rupaul's drag race en español. 😷	enfado	NONE
2018-Es-01053	Creo que en mi foto, por mi narizota, parece que estoy haciendo la britniseñal 🙁	enfado	NONE
2018-Es-03693	Gente impuntual...pa' que nacieron ? 😠😡	enfado	NONE
2018-Es-05054	@FloorRoddriguez Ya lo subi al colectivo , esperalo 	enfado	NONE
2018-Es-00335	A estas horas me dan ganas de insultar gente	enfado	NONE
2018-Es-02842	me hace bien saber que abel es un fiel oyente de la venganza será terrible, ven por qué lo amo?	enfado	NONE
2018-Es-01415	Jeje se nota que estoy aburrida , le respondo todas las preguntas a @FrChinx	enfado	NONE
2018-Es-00835	< trampa tan asquerosa!—  ¡No te atrevas a hacer eso nunca más!  —Exclamó enfurecido, propinándole una bofetada con fuerza en la mejilla, >	enfado	NONE
2018-Es-06804	La comodidad no está peleada con el estilo. #moda #cambiodeimagen #inteligenciaemocional #modasostenible #mode #fashionemergency	enfado	NONE
2018-Es-04027	Se siente horrible venir a clases y que tu profesor no llegue… por eso no venía la primer semana. 😭😡	enfado	NONE
2018-Es-06169	Cada día estoy el doble de gorda😞😡🐷	enfado	NONE
2018-Es-03116	Consecuencia, más de un lustro sin muertos por accidente de tráfico o atropello en el casco urbano.	enfado	NONE
2018-Es-02421	@Rodriguez_Aixa5 Es que estoy re resentido boluda	enfado	NONE
2018-Es-02570	Ali si tenía un anillo 😥💔 Oooh,Peri!!! 😱 Zafer... 😠#UnaEsperadaReconciliacion	enfado	NONE
2018-Es-06296	@GarciaAller Anyway, lo siento, no la quise ofender, sólo que me dejé llevar por el tono inspirador de su artículo	enfado	NONE
2018-Es-00328	@Grafocafe @programa_hoy Que bellos ojos. Espero no ofender..	enfado	NONE
2018-Es-00685	@loisdf101 @RFPradas @peprm Menos insultar i mas aprender a respetar que haya gente que no piense como tu...	enfado	NONE
2018-Es-00399	Si rozas minimamente cualquier juguete de mi perra se lo tomará como una provocación y no parará hasta que juegues durante horas con ella	enfado	NONE
2018-Es-00301	@Mackerita El insultar a sus jefes tampoco ha ayudado mucho la verdad.	enfado	NONE
2018-Es-02613	Atomizan en snap con el cosito ese😤	enfado	NONE
2018-Es-04040	@BorjaBarba Es en plan guerra preventiva: me siento ofendido de manera preventiva. Luego ya miró algo más, pero lo 1º ofendido y ladrando	enfado	NONE
2018-Es-02331	La #klebsiella es una bacteria Gram (-), que según su especie pueden provocar infecciones urinaria, septicemia, rinitis atrofica.	enfado	NONE
2018-Es-01136	@babynlf Fue inevitable el chasquido de lengua que resultó posterior a la sonrisa ajena, y si bien aún no se deshacía del de rubiales, la >	enfado	NONE
2018-Es-04680	"No es labor de ONGs salvar a refugiados sino de GOBIERNO" recuerda @adrilastra a @sorayapp. Gracias por trasladar la indignación a Congreso	enfado	NONE
2018-Es-04119	Definitivamente me volví a enloquecer	enfado	NONE
2018-Es-00754	Estoy enfadada y odio a todo el mundo,  por qué simplemente no me puede dar igual	enfado	NONE
2018-Es-05677	@grmanzano @MarioSuarez4 mucha suerte 🍀 os ira genial! Un abrazo chavales 😉	enfado	NONE
2018-Es-03416	mañana podria volver a mi casa, y para que se me vaya lo ofendida pido la plata para el anillo..	enfado	NONE
2018-Es-05171	Cuando pierde tu equipo tu enojo ¿Cuánto tiempo dura? ¿Cuál partido recuerdas más y que hiciste en ese momento? (Casa o estadio)	enfado	NONE
2018-Es-05799	@Juanmazza12 Un amigo es una luz brillando en la oscuridad🎵	enfado	NONE
2018-Es-03424	@35PAIS @pameaguirre1 @35PAIS ES UNA PENA,la gente y me incluyo!,esta enfadada con LENIN,creemos en AP,somos AP , pero UDs pueden CAMBIARLO!	enfado	NONE
2018-Es-05271	El Teempo es el enemigokindestructible, puede ser vencido en mas de mil batallas, pero en la ultima permanecera implacable.	enfado	NONE
2018-Es-00152	@HelenaWay_B - Vuelve a dejar escapar una especie de gruñido satisfecho sobre sus labios.-	enfado	NONE
2018-Es-04625	¿Y el Mega drenaje? ¿Alguien sabe si existe? 🤔😏	enfado	NONE
2018-Es-05974	que es eso de enojarse porque no les dan bola tan resentido vas a ser la puta que te pario MIRAME CUANDO TE HABLO	enfado	NONE
2018-Es-06427	Me voy a dormir siesta porque me aburro y nadie quiere hacer nada ni nadie me habla porque son todos re aburridos y ortivos #enojada	enfado	NONE
2018-Es-05751	y empieza su venganza cuando se gana tu confianza 🎶	enfado	NONE
2018-Es-00557	@jandracs Que no estoy enfadada ...	enfado	NONE
2018-Es-06147	@BaezAlexis2 Cobarde pega jugadores	enfado	NONE
2018-Es-06257	OFENDIDO MANO ESO ES MUCHO EL NEGRO HIJUEPUTA	enfado	NONE
2018-Es-03492	Todos los días me enojo o tengo bronca por algo, ya es rutina	enfado	NONE
2018-Es-05837	#youtube va de culo!! Me imagino que no soy el unico yuhuu😡😡 #enfado @dewrongta @TheBraxXter	enfado	NONE
2018-Es-00353	Mi hermana. -encima salió re amargo +el que salio amargo? -el vómito   JAJAJAJAJAJAJAJA cerrrrrrrrda	enfado	NONE
2018-Es-00469	Mi padre me va a apagar el wifi y estoy #enfadada	enfado	NONE
2018-Es-04419	@diegontar Que recuerdos con esos supersonics, Shawn kemp, detlef schrempf... Una pena su desaparición por los okc...	enfado	NONE
2018-Es-00308	Pinche gente amargada y cortante me caga	enfado	NONE
2018-Es-04285	No los arrobé porque me siguen y 	enfado	NONE
2018-Es-00489	Me hace envenenar esto sinceramente	enfado	NONE
2018-Es-05917	Tras que uno les hace los favores, se quejan que cojones 	enfado	NONE
2018-Es-03751	@caterinabarbi resentimiento al palo	enfado	NONE
2018-Es-05832	@CallMeCucho Me clavaste el visto. INDIGNADA	enfado	NONE
2018-Es-04893	Sigo indignada con esa nota de mierda y se pueden ir todos a la re puta que los pario forros	enfado	NONE
2018-Es-04174	@Clon_39 Es que le robaron la yegua por eso quedo amargado el hombre.	enfado	NONE
2018-Es-01191	@RondonCNE Esto del simulacro es una clara provocación más por parte del gobierno a la violencia e intolerancia. Total apoyo a @RondonCNE	enfado	NONE
2018-Es-06921	Estoy de amargado.	enfado	NONE
2018-Es-06208	La rabia y  rencor no llevan a nada, simplemente destruyen el alma y el corazón.	enfado	NONE
2018-Es-03373	Siempre que me quiero bañar entran al baño 	enfado	NONE
2018-Es-00869	@tohosjinki enojo* ya esta dicho xd oka	enfado	NONE
2018-Es-06778	Que basura de padre me toco	enfado	NONE
2018-Es-05830	Miércoles 4:45 am Pedro se hizo pis en mi cama. Alguien lo quiere adoptar? Estoy indignada 😒	enfado	NONE
2018-Es-03530	Está más hermoso que nunca.. 😍 Eso me da más indignación ahre	enfado	NONE
2018-Es-01453	Todo mal Lpm 	enfado	NONE
2018-Es-05030	Por qué @cafesproutmx cierra tan temprano hoy?! #enojado	enfado	NONE
2018-Es-05496	Ayer me quede viendo presentaciones de En la ciudad de la furia hasta las 5 de la mañana. Si, todas. hoy toca tele-ka	enfado	NONE
2018-Es-00172	@vegetta777 Hola Samu, como estas? Ya se te paso el enojo?	enfado	NONE
2018-Es-03486	" la Ciudad de la furia" me recuerda a ti siempre 😌😳	enfado	NONE
2018-Es-00232	Mi madre me acaba de llamar amargada.	enfado	NONE
2018-Es-06634	@xpcinful -se tapa la nariz tras la mordida quejosean y dandole la espalda enfadado- Malo	enfado	NONE
2018-Es-05654	@noticierovv  ser lleno de odio y rabiosa y resentido que nunca llegará a presidente	enfado	NONE
2018-Es-01687	Idiota ese insulto es nuevo genial	enfado	NONE
2018-Es-06817	cuando me dicen "te voy a decir algo pero no te enojes" automáticamente me enojo un 98%	enfado	NONE
2018-Es-01252	@vaniicaceres07 y Posta estoy indignada	enfado	NONE
2018-Es-04462	@MiicaLucero1 sabia que era un homosexual que se hacia el garchador furioso	enfado	NONE
2018-Es-04795	@fxmiel Me quieres envenenar, ah...	enfado	NONE
2018-Es-04227	no puedo ser feliz aunque a veces puedas pensarlo ya que lo bueno acaba dejando un sabor amargo..	enfado	NONE
2018-Es-02452	Tan mierda sos para aprovecharte de la gente que es buena con vos? 😡	enfado	NONE
2018-Es-03302	Como era de esperar los mayores disparates sobre el atropello provocado por el carril bici se dicen desde cuentas B con <20 seguidores	enfado	NONE
2018-Es-00111	@FitbitSupport La solucion es tan desagradable como que no se hacen responsables de nada. Estoy muy disgustado. El unico perjudicado soy yo.	enfado	NONE
2018-Es-02695	gracias por el vivo , me saco el enojo y todas las dudas que tenia @sergiocelli @PaulFerreyraOK	enfado	NONE
2018-Es-02715	@WACO490 @PaulGoltieri @MonederoJC @PPopular Pdm denunciado insultar no es gratis	enfado	NONE
2018-Es-04995	Indignada con este tema de mierda que no me sale	enfado	NONE
2018-Es-06136	La inteligencia no está peleada con la belleza #modasostenible #moda #belleza #cambiodeimagen #parecenmachitos #femenina #inteligente	enfado	NONE
2018-Es-04944	Luego dicen que si me enfado... Pero con razón!	enfado	NONE
2018-Es-00497	@atwelljxlie @cressdwyer Jajaajajajajajaja si es una rayada lo simplificaran porque sino menos gente ira a verla	enfado	NONE
2018-Es-06690	Es increíble Banfield da dos paso y ya está en el área de Boca y nosotros apena llegamos 	enfado	NONE
2018-Es-00586	@DanteDirewolf dante, te voy a pegar y no hablo de cabezazos	enfado	NONE
2018-Es-01725	Mi mama hace eso el jueves y no es mas mi mamá!! Lo juro 	enfado	NONE
2018-Es-05610	@chupita13 Me da rabia tio	enfado	NONE
2018-Es-02018	Eeh mi jefe es medio pedófilo, ya decía yo que por algo me daba desconfianza	enfado	NONE
2018-Es-03573	@vegetta777 Alv nunca te escuche tan enojado D:	enfado	NONE
2018-Es-00804	Fav y te insulto	enfado	NONE
2018-Es-02968	😤 Puttttttto insomnio provocado! ...	enfado	NONE
2018-Es-00304	Yo me enojo y automáticamente me caga todo	enfado	NONE
2018-Es-06232	de estar enojada pase a llorar, de llorar pase a estar tentandome ahorre la bipolar	enfado	NONE
2018-Es-02539	La gente amargada no mas no👎	enfado	NONE
2018-Es-03300	Estoy viendo rápido y furioso 8, sería más emocionante si alguien no me hubiera contado el final 🙄	enfado	NONE
2018-Es-02517	Jorge Luis Borges: Yo no hablo de venganzas ni perdones, el olvido es la única venganza y el único perdón.	enfado	NONE
2018-Es-02882	cual es tu furia conmigo, no entiendo hahaha !! 💋😂	enfado	NONE
2018-Es-06461	En mi siesta vespertina tuve una pesadilla con el-que-no-debe-ser-nombrado. Estuvo bastante heavy y desperté con algo de ira. Buena esa Tom.	enfado	NONE
2018-Es-02031	estoy #frustada y #enfadada no me sale un ejercicio de matemáticas	enfado	NONE
2018-Es-03378	@meprendorapidoo Dejen de ser cínicos, insultar a Robben es igual de vergonzoso que cuando se insultaba a Zidane, indios.	enfado	NONE
2018-Es-00075	@Lalordz56 Nunca he estado enfado contigo, bebé 😶😒🤔	enfado	NONE
2018-Es-00464	@SomeKralzo Vpc.... Holy shit yo hubiese explotado de la rabia como si fuera una mina de sulfúro con fosforito adentro.	enfado	NONE
2018-Es-03515	Es fija, entra éste profesor y tengo ganas de pararme y retirarme de su clase, siento tanto tu mala energía que no la soporto 	enfado	NONE
2018-Es-06559	¿Soy el único que abre los medicamentos SIEMPRE por el prospecto? #rabia	enfado	NONE
2018-Es-04201	No importa cuan atenta seas cuán amable seas si lo único que notan es cuando estás enojada y mentando madres	enfado	NONE
2018-Es-03774	@LeoDelPino7 Hola gordo estoy ofendido me cambiaste por la bola de pool estadounidense esa de tu foto	enfado	NONE
2018-Es-01307	Me quiero descargar el sarahah ese y no tengo espacio	enfado	NONE
2018-Es-00276	arroba florencia si me contestas no me enojo eh	enfado	NONE
2018-Es-01517	Quién sigue diciendo "niño rata" como ofensa? 🙄😕😂	enfado	NONE
2018-Es-06554	siempre q me enojo o me frustro termino llorando 🤷🤷	enfado	NONE
2018-Es-06868	@bascois Actos de venganza contra un dictador y sus acólitos? Por supuesto.	enfado	NONE
2018-Es-01114	Quiero estar contigo a pesar de las peleas, llantos, risas, enojos, besos, celos y berrinches; pero siempre juntos.	enfado	NONE
2018-Es-01075	@pulsionparcial @vikidonda Donda digna hija d los q mataban c orgullo puro resentimiento y choreo algún día todos van a pagar todo se acaba	enfado	NONE
2018-Es-03630	@CristianChucu26 No ni a palo 😤	enfado	NONE
2018-Es-00224	@diariocorreo Entonces no hay disculpas es venganza. Por lo general las personas de hoy en dia toman la ley como acto de venganza....	enfado	NONE
2018-Es-01087	Rabia Tv  #TRTyeİsimÖnerim	enfado	NONE
2018-Es-06365	@Marian88963751 A mí también se antojó. Traigo un buen de hambre 😂 u.u Enloqueceré.	enfado	NONE
2018-Es-04160	@HaterGH Ahora me enfado y no respiro! Patética!!!!	enfado	NONE
2018-Es-01906	Entrar a esta hora y mirar cositas por ahí y volver a dormirme ofendida😔	enfado	NONE
2018-Es-05662	Que nos pasa que no somos capaces de ganar en el bernabeu!! Que forma de tirar la liga. #impotencia #rabia	enfado	NONE
2018-Es-03920	No cené por hacerme la enojada y ahora estoy muriendo de hambre, quien me manda a ser tan enojona 😥	enfado	NONE
2018-Es-03342	Hdp desconectensen del Wifi 	enfado	NONE
2018-Es-00542	@eldiarioes Ante la presentación de los hechos, las hordas zombis no saben sino insultar. Este es el nivel.	enfado	NONE
2018-Es-04975	@ArevaloJuanP Eso se llama 	enfado	NONE
2018-Es-05007	Cuánto odio hay en un país para que hasta una noticia buena, la conviertan en insulto?	enfado	NONE
2018-Es-05149	Lo de libertad libertad, sin ira libertad, no hay que tomarselo al pie de la letra	enfado	NONE
2018-Es-04459	Acaban de asaltar a mi hermano menor, lo han pateado en la cara, en emergencias por la lacra de la sociedad, rabia e impotencia	enfado	NONE
2018-Es-03354	#HomenajeMABPdV La indignación del PP con @ManuelaCarmena es mucha Con su socio PNV ya menos porque donde hay pasta por medio ellos ya tal.	enfado	NONE
2018-Es-01522	@montse469 @TeresaRodr_ @BroggiElisa Hacía tiempo que no leía un tuit tan desafortunado y cateto. Opinar y ofender sin tener NI PUTA IDEA	enfado	NONE
2018-Es-00246	@Sinner_Silas «en cierta medida, soy una humana con poderes…  —El enfado se disipó con rapidez y dejó lugar a una mueca divertida, la cual»	enfado	NONE
2018-Es-04226	@estherpalomera Pues si estás ahí te estará comiendo la ira escuchando al irredento y prepotente #oubiña @HoyPorHoy	enfado	NONE
2018-Es-00013	Bueno una más, no le vuelvo a decir ni picha, gran amargada.	enfado	NONE
2018-Es-04890	La tercera es una copa q vivi por un Idiota 🍸🐕😡	enfado	NONE
2018-Es-05859	@ambarncf Ira nomas kien abla xd xd	enfado	NONE
2018-Es-02731	Si alguien me habla no me enojo eeeh	enfado	NONE
2018-Es-04758	@randymeeks @VidaModernaOML VOY A PLASMARLO POR AQUÍ (y en mayúsculas) PARA QUE SE NOTE MI ENFADO	enfado	NONE
2018-Es-04372	Si os enojáis, no pequéis: procurad que el enojo no os dure todo el día. No deis oportunidad al diablo.  EFESIOS 4:26-27	enfado	NONE
2018-Es-02258	El lugar que se tiene en el corazón de otro se gana, no se pelea.	enfado	NONE
2018-Es-06889	@26_albelo @Agusmonte_ok *se siente ofendida*	enfado	NONE
2018-Es-05249	Voy a llegar a casa y va a estar mi vieja despierta 	enfado	NONE
2018-Es-03966	Descargando música y preciso la q me encanta no descargo 😡 #enojada	enfado	NONE
2018-Es-02167	La odio literalmente a esa Piba 😑😡	enfado	NONE
2018-Es-04100	Nunca me he bajado del barco ni lo haré pero esta temporada @atlasfc me ha decepcionado como hace mucho no lo hacía #triste #enojado 😥😣	enfado	NONE
2018-Es-03296	@DavidGmez99 Piensa lo que quieras y como quieras que ellos seguirán donde están y tú igual de amargado por estos temas #XD	enfado	NONE
2018-Es-06198	@apolo4u2 Quiero que me digas los motivos de tu enfado	enfado	NONE
2018-Es-05071	@vegetta777 Buenos días samu esperó y ya no estés enojado , recuerda que ay millones de personas que valoramos tu esfuerzo 💜✨	enfado	NONE
2018-Es-02360	Cómo no voy a estar gorda así? 😤	enfado	NONE
2018-Es-05807	@WasabiiGirl @MrVago_ mmmta que es broma ira pues	enfado	NONE
2018-Es-05162	Buenos días a todos, menos a los que nunca he ofendido.	enfado	NONE
2018-Es-01183	Si es neta, esa señora está super frustrada, peleada con el mundo y le hace falta una bueeeena... Cena para que se ponga feliz :)	enfado	NONE
2018-Es-05322	Odio a la gente que un rato esta bien y a los dos minutos tiene cara de orto 	enfado	NONE
2018-Es-01158	Bates Motel 2x03: •Emma y el de los porros<3 •-Sr Simpson entienda q esto puede provocar perturbación y ligera psicosis -sí venga el incesto	enfado	NONE
2018-Es-02015	@PacoRoca11 @joseperdi33 @orue_s @Elaguijon_ @eldiarioes Por qué le iba a insultar, si lo hace usted mismo, y solito.	enfado	NONE
2018-Es-06545	"la ira te vuelve imbécil y los imbéciles mueren"  Amo a Michonne, que lo sepáis	enfado	NONE
2018-Es-04829	via @Belkis_Inciarte:  @alecita2611 Peor q nunca... 	enfado	NONE
2018-Es-03473	LAS FOTOS DE BTS X PUMA ME SACARON DE LA DEPRESIÓN ESO	enfado	NONE
2018-Es-03275	@Pablo_Iglesias_ Estás enfadado porque no te han invitado? Los celos son muy malos.....	enfado	NONE
