identify	message	emotion	category
2018-Es-06238	menos mal que me quedé en mi casa pq en cualquier momento me quedo pelada de tanta depresión	tristeza	3
2018-Es-06648	Soy pesimista siempre, pero por los motivos que saramago casualmente, sin embargo creo que estamos a tiempo de recuperar espacio perdido.	tristeza	1
2018-Es-01488	Pero y esa furia? No te ajites te puede dar algo !🤔😂😂	tristeza	0
2018-Es-02706	Fooaaaaa cansada de la misma mierda de siempre❌🚫	tristeza	2
2018-Es-00099	No importa en cuánta oscuridad está tu vida... Dios siempre enviará personas para iluminarte.	tristeza	0
2018-Es-01604	@Profeco buenas noches, donde podria levantar una queja de un equipaje dañado que no me quiere pagar @viajaVolaris? Tengo todas las pruebas!	tristeza	1
2018-Es-04569	Extraño a mi azul 	tristeza	2
2018-Es-04594	estoy aburrido me voy hacer una mascarilla	tristeza	0
2018-Es-01709	Estoy tan aburrido en estas vacaciones que soy capaz de irme a la mierda por ahí un par de días. Estoy viendo Colón entre rios.	tristeza	1
2018-Es-06561	Ya estoy en mi casa, ya le puedo llorar a @ChesterBe 😭	tristeza	2
2018-Es-05808	Soy el terrible farsante oe	tristeza	1
2018-Es-00185	Que bien me hace hablar con gente que siempre estuvo y está conmigo a pesar de todo 😌👏🏻	tristeza	0
2018-Es-04206	Ya se me pasó la pena	tristeza	1
2018-Es-06210	@NatashaCoronel No es nio tan grave, no se le desea que se le descomponga la ducha ni a tu peor enemigo 💔	tristeza	1
2018-Es-06839	@AllDiscourages_ Por tu culpa me he acordado del crush y #tristeza	tristeza	2
2018-Es-00859	Dichosas las niñas que no tienen las axilas manchadas jajaja 😟	tristeza	0
2018-Es-01976	Mi abuelo es un peligro 😅🎬	tristeza	0
2018-Es-04435	Día tan re aburrido u_u	tristeza	1
2018-Es-00429	Detesto que me consuelen "por pesar"	tristeza	3
2018-Es-06762	Crecí escuchando  Linkin Park y verdaderamente hoy es un día trágico para la música en general #RIPChester Gracias por mi gran infancia	tristeza	2
2018-Es-03720	Ánimo ya mero es viernes, solo falta un día, no menos como cinco😂 #Copiado #Peña	tristeza	0
2018-Es-02083	Yo y mi suerte para cruzarme con chabones con hijas y las hermosas madres celosas👏👏😡	tristeza	1
2018-Es-01925	Muchos entre mas tienen mas ambicionan y los pies se les alejan de la tierra por que ya no les importa que les pase a los demas egoistas 	tristeza	1
2018-Es-03309	Es terrible lo de Chester Bennington. No lo puedo creer todavia. Gracias por llenar mis oidos en los años donde aprendí a amar la musica	tristeza	2
2018-Es-06794	@Vale_Karumi ES QUE EL MUY HDP SÓLO PIENSA EN LOS JAPONESES AGFHSBFDHDGDGFGDF  Siempre pasa algo viendo debería dormirme temprano 	tristeza	1
2018-Es-04984	tengo tanta bronca junta q voy a terminar llorando lpm	tristeza	3
2018-Es-03916	Soy muy impulsiva, en el momento que me enojo digo cosas que después me termino arrepintiendo	tristeza	1
2018-Es-06378	Estoy aburrida .. quiero hacer algo!!!	tristeza	0
2018-Es-04078	Qué más me da no tener clase si me despierto a las 7 igualmente 😥	tristeza	0
2018-Es-05611	@mgallegos_ Que Grave eres, estoy tan contenta que no pienso responder si no sabes el contexto de las cosas no opines. .	tristeza	0
2018-Es-01979	Quiero mirar la serie 😭	tristeza	1
2018-Es-01112	GRACIAS POR TANTO, PERDÓN POR TAN POCO 😭 #TeenWolfFinale	tristeza	1
2018-Es-03623	@fgavilla @SCT_mx @galaTVMorelos veo mal o se ve hundido...?	tristeza	0
2018-Es-02955	Porque demoran en Venirme a buscar?😠😠😅	tristeza	1
2018-Es-02650	@a_tupper Un gran deportista, maldita depresión también se llevó a mi hermana menor.	tristeza	3
2018-Es-00213	es muy frustrante practicar y practicar en tu instrumento y que no sientas mejora alguna, de verdad me pone triste eso 😥	tristeza	3
2018-Es-04373	@losmartines Vamoooos #PeñA!!! El coach está demostrando que es gigante!!!#Leo	tristeza	0
2018-Es-00903	@darksbanana Deprimida estoy.	tristeza	3
2018-Es-00929	son como Juan Carlos sacando una tirada de engaño tres para envenenar a alguien "toma este veneno DIGO... ESTA FANTA"	tristeza	1
2018-Es-01155	Cómo justificáis el desprecio de Carmena al #HomenajeBlancoEP? Cómo podéis decir que Otegi es un luchador por la paz? Os importa ofender?	tristeza	1
2018-Es-05656	@osoriojdanielp no joda eso sí da rabia hp	tristeza	1
2018-Es-03213	Culiaoooooo perdió juventuuuuuud	tristeza	0
2018-Es-04370	A veces siento la necesidad de hablarle sabiendo que está tan mal porque a pesar de todo me duele aún, lo que le pase y dejé de pasar.	tristeza	3
2018-Es-04037	@diegosaviola10 @Equidadfutbol @AmericadeCali Sufriendo y con la contención en el banco, perdió america por la terquedad de el Dt	tristeza	1
2018-Es-05929	Hoy me sentí como mi ídolo, si como Julio César Chavez Jr. En su pelea con el Canelo.	tristeza	0
2018-Es-02544	@Natalistica que miedo jajaja	tristeza	0
2018-Es-03093	Por que sorete me dejas tan nerviosa no se AAAAAAAAAAAAAH me voy a morir(?????ahr si	tristeza	2
2018-Es-03204	No se, que hago todavía despierta 😟	tristeza	0
2018-Es-03923	Cada vez que tengo que caminar y podría estar manejando el auto me enojo conmigo misma	tristeza	1
2018-Es-05447	Qué tristeza sentir que uno no es suficiente para nada ni para nadie. Meh, matenme que ya ni yo me aguanto.	tristeza	3
2018-Es-00004	¿Por qué no cancelan clases en mi escuela? No hice la exposición 	tristeza	0
2018-Es-00556	Debora P Volpin, 50 años, acaba de darse cuenta de la pobreza /conventillos, a pesar de que era conductora, NO PERIODISTA. En A fuego lento	tristeza	2
2018-Es-06103	Quizás hoy si te pueda encontrar. Mas allá de toda pena, siento que la vida es buena...	tristeza	0
2018-Es-00721	@ghiskon no, no ofendido no jaja pero no saludarme....😂😂	tristeza	0
2018-Es-04358	Cuando viva sola voy a pesar 300 kg	tristeza	0
2018-Es-06674	No han sacado nada de Banri ni Itaru y me siento muy indignada.	tristeza	2
2018-Es-02229	yo no soy de amenazar me gusta hablar con echossssss...	tristeza	0
2018-Es-05721	Estoy a tres episodios de acabar Futurama 🙁	tristeza	0
2018-Es-05295	K M D, puro y oscuro como el eme de, empezalo a mover, nena no seas tímida, se que querés.	tristeza	0
2018-Es-04349	🙏 dios esta conmigo 😞💔: me siento deprimida	tristeza	3
2018-Es-04184	Miedo de llevar a mis pequeñas  ala escuela 😟 sus	tristeza	2
2018-Es-06255	@Seargee Pero es que a mi me gusta VLC 😥 pero si ya abri bs player :(	tristeza	0
2018-Es-04807	@GusMenFox @clubleonfc Muy feo!! Horrible se ve la publicidad !!	tristeza	0
2018-Es-00568	@RamsesGirala Pero que pez amargo que sos...	tristeza	0
2018-Es-01741	Siempre sale uno enojado cuando jugamos a la lotería😂	tristeza	0
2018-Es-04988	Descansa en paz abuelito. Te me fuiste de un día para el otro💔 yo sé que estabas cansado, pero nos dejaste muy pronto...	tristeza	3
2018-Es-06038	Por qué los putos de @TwitterSupport me suspendieron mi cuenta @xhisho 	tristeza	1
2018-Es-03182	@tomacuaquer @caritocabrera28 Te creo a veces pasan esas cosas #miedo	tristeza	1
2018-Es-01083	Estoy re nervioso con este tema	tristeza	1
2018-Es-06474	Espero qe todo este esfuerzo sirva de algo , estoy muy cansado	tristeza	1
2018-Es-00056	No quiero ir mañana a la escuela 	tristeza	0
2018-Es-06602	Pelea con mi mama #triste	tristeza	3
2018-Es-04880	@Javelez12 Jajajajaj no pana lo veo grave a páginas por casualidad no se metió a youtube?	tristeza	0
2018-Es-00992	Que horrible dormir con pantalon lpm	tristeza	1
2018-Es-03020	@iharting @MeOpongoVenz Más que infeliz un CDEM	tristeza	2
2018-Es-00095	@iharting @Jullietbanda "infeliz" no es la palabra que mejor se adapta pero usted es una persona educada.	tristeza	1
2018-Es-03554	@clarymaffeis boluda en serio no sabias es como la primer cosa de la q te enterás cuando entras a la secundaria	tristeza	0
2018-Es-03866	La mejor arma es la que transforma el pesimismo en optimismo.	tristeza	0
2018-Es-03965	@UnboxMeSpain una pena aunque yo no escuche su música,es simplemente trágico que muera alguien	tristeza	2
2018-Es-00999	Los dos queremos pero nos mata la cobardía !!!	tristeza	1
2018-Es-05876	@Mickey_Dozanti Lamentable para mi, no creo que sea posible vernos, y eso si me pone sad. 😢💔 Igual se divierten y la pasan bonito. 😃❤✨	tristeza	3
2018-Es-00472	Tu cuerpo será mío, te llevare a la cama, te haré sudar y temblar. Te dejaré sin fuerzas. —Att: La gripe.	tristeza	0
2018-Es-03294	Le tomo mucha importancia a las bandas que escuchó, porque sus canciones me han ayudado a salir en momentos de tristeza, me han motivado.	tristeza	2
2018-Es-04677	Sanguíneos en muchos casos. Se indica SIEMPRE que las pastillas pueden provocar trombosis y tienen otros efectos secundarios.	tristeza	0
2018-Es-01126	@BNE_biblioteca @PostigoElena ...para gran disgusto de Quevedo 😝	tristeza	0
2018-Es-01016	@pajeranger Ay si, automaticamente al leer el mensaje más frívolo del mundo algún depresivo seguro se salva jajaja	tristeza	0
2018-Es-04322	No Lo Saben Pero esa chica me está gustando demasiado... Aún sabiendo que jamás pasará algo... 😢	tristeza	1
2018-Es-01914	@hramosallup tristemente ya dond este ud,rosales, y combo se relaciona con conveniencia d partido, osea +d lo mismo	tristeza	2
2018-Es-06155	@teamlibertywalk @forumpandlr Ah, vdd, so de ver a make ja fico cansada de imaginar	tristeza	0
2018-Es-05212	Ese momento de desesperación cuando no encuentro un emoji	tristeza	1
2018-Es-04234	@Lovelyccano 😞 era en serio. Lo eres	tristeza	0
2018-Es-00745	Lo único que me esta saliendo bien este año es engordar 	tristeza	2
2018-Es-01385	@DalasReview me encanta la terrible hipocresia y doble moral que tiene esta gente, claro, cuando ella te lo quita ILEGALMENTE no importa...	tristeza	2
2018-Es-05784	Que aburrido esta este bar	tristeza	1
2018-Es-03928	Como estoy odiando este insomnio 😥	tristeza	1
2018-Es-06309	@maknaexnochu aga pa 	tristeza	0
2018-Es-00300	Necesito q alguien q me abrace fuerte y no me suelte mas 	tristeza	3
2018-Es-06075	Quejarse de los spinners es igual de pendejo que usarlos.	tristeza	0
2018-Es-06432	Soñé cosas super raras 	tristeza	0
2018-Es-03229	que aburrido que estoy la re puta madre	tristeza	1
2018-Es-03727	Con las semanitas agetreadas que llevo y el cansancio acumulado...me he ganado un vinito. Chin chin, salud y todo eso #BuenasNoches 🍷🍷	tristeza	0
2018-Es-00683	Hace 2 noches me siento una abuela por dormirme a las 11 pero el cansancio que tengo es inexplicable.	tristeza	1
2018-Es-04562	El pueblo le pasa por ensima a la mud y sin conducción este espiral de violencia se volverá muerte y mas muerte lamentablemente	tristeza	3
2018-Es-03222	Oks estoy r3 cansado ganas de dormir y fue	tristeza	0
2018-Es-03161	YO CREO que el único corto de casita del horror con kodos y kang que vale la pena es cuando maggie resulta ser su hija.	tristeza	0
2018-Es-04137	La alarma de mi celular es re fea y ya me tiene re podrido en cualquier momento lo voy a revolear hasta la peron	tristeza	0
2018-Es-01530	@letyduranhdez Mira tu niña aburrida cuando tiene una super nieta y nieto...no es para aburrirse😂😂	tristeza	0
2018-Es-00860	Quiero que me apapachen 🙁	tristeza	1
2018-Es-02605	Horrible lo que me pasó recién, no voy a poder dormir tranquila	tristeza	2
2018-Es-04645	@MiguelMikegto8 Qué bueno no han sido graves, acá estamos bien espantados todos, no me quiero imaginar en Oaxaca o Guerrero 🙁	tristeza	2
2018-Es-03391	@terko2013 @fffnav @rfeiBJ @Gregoriodalbon @Pontifex_es @CFKArgentina Vi imágenes de que tiran la leche en campo !!eso es terrible!!!	tristeza	1
2018-Es-01110	*Nunca tuviste tu corazón con las iniciales tuyas y de un muchacho ? -Nonon, me mataba!  *En serio me decís?  -Si obvio!  Lo más grasa	tristeza	1
2018-Es-01794	Me puse a escuchar spring day mientras comía papas fritas y terminé llorando me supero cada día	tristeza	3
2018-Es-05374	Estoy bien triste 😭	tristeza	3
2018-Es-01346	Me pronostican lluvia toda la semana. #Depresión	tristeza	3
2018-Es-04444	Hoy le compre un regalo a mi ahijada, y la mina me dice "cuanto tiene tu beba" pero por dios q mujer desagradable jajajajaj	tristeza	0
2018-Es-05882	Me pone de mal humor hacer maletas 😤	tristeza	1
2018-Es-05440	Que mh wacho 	tristeza	0
2018-Es-04301	@gvvvalentino uff, terrible	tristeza	1
2018-Es-01370	Estoy aburrido, tengo hambre y me siento solo. Send taquitos	tristeza	3
2018-Es-06502	No es agradecimiento con Torres: semifinal en descenso directo y hoy perdió con el equipo mejor armado. Pero bueno, quizá quieren un CheChe.	tristeza	0
2018-Es-01531	Aquí el más depresivo.¿	tristeza	2
2018-Es-05981	Maradona puede opinar lo que quiera cabros, yo no puedo opinar de lo que dijo. porque el pobre estaba tan drogado que no le entendí nada 	tristeza	0
2018-Es-05150	@julietaortiva q tristeza we JAJAJAAJ	tristeza	0
2018-Es-06935	Ese tema de que Leo Castro está ansioso y por eso no marca ni por error ya no se lo traga ni tu Abuela; El nivel es PERVERSO!!	tristeza	1
2018-Es-03984	@c_milo2 Y es que de cuando acá necesitas de novio para ser feliz ? Pfff estas grave Pepe	tristeza	1
2018-Es-06522	Hoy me contaron "historias de horror en un parto en el seguro social" jajajajajajaja y neta no puedo estar más agradecida con Dani...	tristeza	0
2018-Es-01203	Tremendo estalcaso con mg incluido jaja	tristeza	0
2018-Es-03411	Alguien sabe qué pasa con el Anexo del hospital Francés de la Av Honorio Pueyrredón q supuestamente pertenece al PAMI y está abandonado?	tristeza	1
2018-Es-00559	@Gonzatraverso22 Quiero saber quien	tristeza	0
2018-Es-02925	ay nooo que horrible... me acordé cuando me pasó lo mismo hace como dos años ajjajajajaja	tristeza	0
2018-Es-04044	Que desgradable no poder dormir y tener que estar en pie en unas horas 	tristeza	2
2018-Es-03999	@violekraut cuando quieras lisiada ;)   terminé de leer el tuit y se me autoguiño el ojo #miedo	tristeza	0
2018-Es-04914	una compañera del colegio subió la foto de su bebé y parecía tener una tenaza en vez de pie 	tristeza	0
2018-Es-00908	@elcapiperez ¡ay no digas que la lucha libre es mentira! El niño Dios va llorar y yo también 	tristeza	1
2018-Es-03279	tipo no sé si es peor que se lleven muy mal y sea incómodo o que se lleven muy bien y vos termines solx	tristeza	1
2018-Es-00036	@infobae Apuesto que no sale!!alguien se va a ofender, a alguien no le va a cerrar el proyecto xq ñañaña	tristeza	0
2018-Es-05031	feliz día del amigo a la persona que perdió 200 pesos en la casey para que los encuentre yo. que sepa que la amo	tristeza	0
2018-Es-04748	ESTÁN LLOVIEEEENDO ESTRELLAS EN NUESTRA HABITACIÓNNN MOJAN DE LLANTO, MI CORAZÓNNN	tristeza	2
2018-Es-05576	@losmartines Tirando facha el coach!!! Vamos hoy #PeñA!!!	tristeza	0
2018-Es-03311	La silla de Annabelle se mueve sola o la está moviendo? @chekozaun @disparamargot @Horacitu @ximenadelam @szurita @faustoponce  #miedo 😖	tristeza	1
2018-Es-01999	peleo para terminar llorando	tristeza	2
2018-Es-05501	Hoy en verdad terminé súper cansada😌	tristeza	1
2018-Es-02436	@ObservadBinario @nakamartinez Berro larguísima!! Todo esta muy tétrico esto va mas allá de tensa calma	tristeza	1
2018-Es-03246	A veces me gusta ser chocante	tristeza	0
2018-Es-05453	@Bamf_ Pues es mejor una siesta improvisada que un video que por cansancio improvisado quizá cueste hacer jaja	tristeza	0
2018-Es-05731	Muero por un abrazo de mi mamá y de Priscila !! La extraño demasiado 	tristeza	3
2018-Es-06630	No pensé que correguir exámenes fuera tan pinche cansado 	tristeza	0
2018-Es-04717	Mariscales 10 Tiburones 1. Gano Yesid Salazar. Perdió Ramón Ulacio. Destacado Edgar Muñoz de 4-3, 1 anotada y 2 impulsadas.	tristeza	0
2018-Es-02866	que asco la gente que esta tweeteando canciones de linkin park para sacar un par de rts, me parece desagradable.	tristeza	2
2018-Es-01801	Es lunes y yo no puedo dormir 	tristeza	0
2018-Es-06918	Que buena partida la ctm, quede con el medio hype pero no creo resistir a ver a fanatic 	tristeza	0
2018-Es-02558	HT contra los historicos, perdió (Millos, SF, Calix2), empato (medellin, nacional, cali), gano (junio, cali). Osea mal. Solo 9 pts de 27.	tristeza	0
2018-Es-05902	Informe del acto: se trata de quema de basura y escombro, sin peligro de propagación, se trabaja @PrimeraCoquimbo @Cuarta_Coquimbo	tristeza	0
2018-Es-02984	@notthefrozenguy @6baphomet Me estoy tomando el auto-odio muy en serio!!	tristeza	2
2018-Es-04386	No caigo todavía, quiero escuchar Meteora pero seguramente me largue a llorar	tristeza	2
2018-Es-04617	Yo quiero que @JEYMAMMON sea mi amigo. En serio. Lo quiero ❤️	tristeza	0
2018-Es-05624	@marcelofh60 Por qué 😢	tristeza	0
2018-Es-02026	Esa desesperación cuando se te escapa un like y lo sacas al toque😂	tristeza	0
2018-Es-00731	@ponchito_rubio Es el requisito número uno para ser papás we jajajaja echarse un caldazo hirviendo para combatir fuego con fuego. 🔥	tristeza	0
2018-Es-00411	Estoy tan aburrida que tengo ganas de hacerme amiga de alguien, si, a ese extremo llegó jajajaja	tristeza	0
2018-Es-06653	Hoy me dispongo a ver el partido para distraerme de la depresión de no haber ido al MAT🙂🙂	tristeza	2
2018-Es-06283	Terrible asado con los pibesss	tristeza	0
2018-Es-03890	@alfreserramanci @CELAGeopolitica @pagina12 @teleSURtv Terrorismo es lo que practicas tu en Venezuela, miserable!!	tristeza	1
2018-Es-02992	@lilycaulfield que cuando estas deprimido severamente no se te ocurre algo tan simple como decir QUE PENDEJADA ESTOY PENSANDO	tristeza	2
2018-Es-02107	@JSantrich_FARC Ganó o perdió peso?	tristeza	0
2018-Es-00706	vivo cansada como que el cansancio ya es parte de mi, me acostumbre	tristeza	1
2018-Es-00584	Ojalá hubiese sido algo mas grave, así tal vez se haya preocupado por mi.	tristeza	2
2018-Es-06738	No puedo dormir otra vez y mañana tengo escuela. 😟	tristeza	1
2018-Es-03166	@RobertGarciaP ustedes mismo son los que están matando a su propia gente eso si es lamentable lo que están haciendo	tristeza	2
2018-Es-03089	@amparychilena @Cooperativa Tipico de amargada,que triste tu vida pabree,y tontorrona🙊	tristeza	2
2018-Es-04924	q hermosas prsonas conoci gracias a mis idolos y hoy son mis amigos, voy a llorar quien diría q las mejores personas las iba a encontrar aca	tristeza	0
2018-Es-05193	@chelinsarc Lamentablemente estos cadáveres dirigen nuestro país	tristeza	2
2018-Es-04881	Ya nose más ni que pensar con todo esto 	tristeza	1
2018-Es-06070	HIJO DE TU REPUTOSIMA BOMBA PERRA ESTUPIDA BABOSA MADRE😡😡😡😡😡😡😡sin ofender a su mama no la conozco es solamente una expresión de odio así el	tristeza	1
2018-Es-06468	Andaría necesitando masajes 	tristeza	0
2018-Es-03326	"Cuarenta años estuve disgustado con la nación, Y dije: Pueblo es que divaga de corazón, Y no han conocido mis caminos."	tristeza	2
2018-Es-01289	Si antes no me daba sueño, ahora menos... que estrés. 	tristeza	1
2018-Es-01911	@laclaux Bah, era como evoluciones del mismo sueño, sobre una casa en Córdoba. Hace un par de años la encontré. 	tristeza	0
2018-Es-02949	@Noedglez1 Cualquiera diría que Noelia está enfadada conmigo, pero no, en realidad está enfada conmigo y ya	tristeza	0
2018-Es-06737	NO más entrevistas a las 9 de la mañana please 	tristeza	0
2018-Es-04267	Lamentamos profundamente el fallecimiento del usuario de BiciMAD por atropello en c/Alcalá. Nuestro más sentido pésame a la familia. …	tristeza	3
2018-Es-05530	@KiikaVell Mamalón...pero aburrido. XD	tristeza	0
2018-Es-00655	@anablabla "Ay no, yo también estoy triste por muchas cosas y no por eso tengo ganas de morirme mi alma"	tristeza	2
2018-Es-02739	Extraño muchisimo a Nacho 	tristeza	3
2018-Es-04016	Dios bendice al pueblo de Venezuela en esta horas de oscuridad, que llegue la luz!!!	tristeza	0
2018-Es-00630	Hoy fue un día muy agotador, estoy muy cansada!!! Necesito masajeees	tristeza	2
2018-Es-05765	Que triste querer decirle lo mucho que amo a mi novio pero mi enojo no me lo permite	tristeza	3
2018-Es-05117	Valentinaa mañana vamos al mc ? Yo pago 😟	tristeza	0
2018-Es-04166	Llevo 24 horas sintiéndome mal. 	tristeza	3
2018-Es-00233	Subió un chico lindo al bondi y no pare de mirarlo hasta que se acercó más y baje la mirada. Así de cagona soy. Me defraude a mi misma	tristeza	2
2018-Es-04589	no me contesta y me enojo mas de lo ya estoy	tristeza	1
2018-Es-01692	La primera act en Derecho fue imaginar una soc sin Estado. La profesora ya va a conocer mi lado anarco 🙈 	tristeza	0
2018-Es-03798	Impresionante lo cansado q estoy, todo el día con los pibes y los quiero ver a ma noche peeeero estoy con un sueñote	tristeza	1
2018-Es-03031	Sin dudas, 1 Verse siempre será el sencillo en solitario de Bangtan que, hasta el día de hoy, todos sabemos mereció mucho más.	tristeza	1
2018-Es-05658	@Jhosy2121 Cuándo me he enojado contigo oe JAJAJAJA la hago un finde!	tristeza	0
2018-Es-03988	Yo también 🙁	tristeza	0
2018-Es-02370	@AlbertoRaimundi Hoy me convenciste, me ganaste por cansancio, sos un abosoluto HDP, jajajaja.	tristeza	0
2018-Es-03151	-provocar. Tengo que comentar algo al respecto???	tristeza	0
2018-Es-04961	Que triste lo de Chester	tristeza	2
2018-Es-05277	Me voy a llorar, que aún después del escrito no me he desahogado	tristeza	3
2018-Es-06404	Ellos darían hasta su vida por nosotros y hay personas que los maltratan y menosprecian. 😭	tristeza	3
2018-Es-00777	Vale tanto y yo no me había dado cuenta! 	tristeza	0
2018-Es-06878	@DavidChoro Y mira que para que te espanten a ti.... 😈 	tristeza	0
2018-Es-05698	@AndreaBathory sigo viendo Mai-hime. Weeey como extrañaba a Nao y Natsuki 😭 a Alyssa y Miyu awsaydkkskd incluso a la loca de Midori 😭	tristeza	1
2018-Es-03557	Las rolas de CoF SIEMPRE son larguísimas y siempre me sacan letras rebuscadas me cagan alv 😢	tristeza	1
2018-Es-04752	Que inquieto está este perro😂😂😂	tristeza	0
2018-Es-04513	The1975 son los mejores los amo por siempre 	tristeza	0
2018-Es-01940	Que noche más aburrida.	tristeza	1
2018-Es-02999	@PaabloCarballo @felixsquash @LucasCsir23 @NicoFl2015 @leoferro5 @YamiLaCsir Nervioso yo??? Te pica el culo porteño. Amarguísimo	tristeza	0
2018-Es-02757	Se que te sientes abandonada pero ma' yo estoy aqui.👫❤️	tristeza	2
2018-Es-01104	#PereiraEnVivo.   A esta hora congestión en la vía Pereira Santa Rosa por causa del trágico accidente de tránsito que dejó una mujer muerta.	tristeza	2
2018-Es-00115	Cansancio para regalar. Info aquí 👋	tristeza	0
2018-Es-02557	Lo malo es que las personas no quieren salir conmigo 😟	tristeza	3
2018-Es-00170	Ansiedad y frustración, gracias por ser mis fieles compañeras.	tristeza	2
2018-Es-02808	Faa estoy re lleno 	tristeza	0
2018-Es-06058	Nunca jueguen con mi ansiedad	tristeza	1
2018-Es-06214	@Sebass_Psi Porque soy una persona responsable, adulta, independiente, depresiva y con ganas d emorir.	tristeza	3
2018-Es-03596	Necesitaria que alguien me salve la.noche por qué caigo en depresión un poco mas	tristeza	3
2018-Es-02120	Qué rabia que tengo y me tengo que ir a cosoooo	tristeza	2
2018-Es-01410	to2 me responden la hist de ig como si hubiera echo algo grave lloro JSJAJAJ	tristeza	0
2018-Es-03216	No sé de dónde sale estar salty porque Steve Carrell no ha ganado ningún Emmy por The Office pero estoy 100% indignada yo también.	tristeza	0
2018-Es-02164	Cómo me enferrrrman estás cosassss 	tristeza	1
2018-Es-03426	Agradecemos a @gpscongreso y a @Pdemocratacat expresar la indignación ante la llegada mal y tarde del Gobierno al compromiso con #refugiados	tristeza	0
2018-Es-03597	PATRI ME HA ABANDONADO	tristeza	2
2018-Es-05969	Hay cosas que no quiero volver a repetir y me toca soñarlas 	tristeza	2
2018-Es-06946	Que pena pero a mi nadie tiene porque reclamarme las polas qué me tome!	tristeza	0
2018-Es-00877	aunque estoy muerta y quiero dormir mil años, voy a extrañar tanto la rutina de levantarse temprano para excursiones 	tristeza	1
2018-Es-03269	Mi cerebro está cansado	tristeza	0
2018-Es-06543	Fav si "Heroes" te dio nostalgia cuando la tocó King Crimson.	tristeza	0
2018-Es-00767	Timi y si gringi di cimpi😂 Han cansado hoy	tristeza	0
2018-Es-03272	Aveces me coloco a ver películas sin ninguna razón para poder llorar tranquilo y no me pregunten el por que.	tristeza	3
